distance_km,hour_of_day,is_rush_hour,is_raining,final_price
253.45,5,0,0,4691.26
384.84,7,0,1,8386.01
32.85,15,0,0,804.8
289.25,12,0,0,5162.13
61.37,22,0,0,1263.64
20.16,3,0,0,564.79
28.27,1,0,1,781.5
417.41,8,1,0,10071.8
60.75,17,1,1,1802.81
24.49,16,0,0,520.63
220.07,7,0,1,4900.6
422.31,14,0,0,7822.83
132.68,8,1,1,3981.49
212.01,16,0,1,4973.81
21.88,22,0,0,463.29
225.64,1,0,0,4072.04
289.65,5,0,0,5542.63
286.31,4,0,1,6221.25
167.55,16,0,0,3234.18
159.14,1,0,0,2916.57
55.1,17,1,1,1574.24
184.67,9,1,0,4478.7
51.55,9,1,0,1491.18
383.76,5,0,1,8347.14
483.2,11,0,0,8905.29
485.1,16,0,0,8958.03
432.81,12,0,0,7813.33
301.19,19,1,0,7220.17
351.03,15,0,0,6626.27
144.03,9,1,0,3630.42
316.12,20,1,0,7566.14
228.91,1,0,0,4311.97
242.04,1,0,0,4438.28
379.37,22,0,0,7090.08
142.4,6,0,0,2824.44
160.38,5,0,0,3049.0
462.47,0,0,0,8497.56
30.0,11,0,0,590.11
243.85,12,0,1,5311.87
456.57,11,0,0,8330.69
305.96,18,1,0,7345.74
274.11,8,1,1,8037.29
126.37,9,1,1,3874.79
172.95,16,0,0,3281.6
426.32,17,1,1,12324.12
280.49,7,0,0,5104.48
258.34,6,0,0,4907.88
51.59,8,1,0,1323.18
9.98,9,1,0,552.55
481.92,11,0,0,8823.14
189.74,14,0,0,3365.48
302.4,14,0,0,5666.22
41.7,3,0,0,981.52
342.19,3,0,0,6263.78
466.42,22,0,0,8508.4
288.68,0,0,0,5330.31
64.81,11,0,1,1387.28
291.7,1,0,0,5164.08
383.64,14,0,0,7185.7
204.4,16,0,0,3746.71
440.16,6,0,0,8258.39
325.04,5,0,0,6137.83
449.83,11,0,0,8403.59
312.51,18,1,0,7442.6
67.38,0,0,0,1202.03
156.23,20,1,0,3742.01
102.49,13,0,0,1950.24
454.6,3,0,1,9761.94
380.68,4,0,0,6954.68
338.85,0,0,0,6229.07
151.88,0,0,0,2754.42
93.65,20,1,1,2759.76
378.71,5,0,0,6944.77
238.13,4,0,0,4471.98
114.44,1,0,0,2120.9
309.08,20,1,0,7456.64
22.09,4,0,1,670.75
164.43,8,1,1,4855.96
235.34,18,1,0,5636.79
75.68,20,1,0,1832.65
492.36,14,0,0,9182.09
106.13,12,0,0,2123.38
66.92,11,0,1,1725.96
103.36,4,0,0,2002.12
384.99,1,0,0,7063.46
213.9,3,0,0,4049.3
283.58,17,1,0,6647.24
12.46,20,1,1,472.48
19.15,9,1,0,563.26
224.02,12,0,0,4136.92
408.69,11,0,0,7418.53
442.85,1,0,0,8154.56
45.18,14,0,1,1164.03
270.1,13,0,1,6153.55
456.79,9,1,1,13307.99
195.21,21,0,0,3537.5
415.12,7,0,0,7636.96
68.58,14,0,0,1399.0
467.83,12,0,0,8569.46
376.21,7,0,0,6813.28
470.78,20,1,0,11119.64
338.96,20,1,0,8150.6
182.98,21,0,0,3349.02
469.21,13,0,0,8611.78
139.23,0,0,1,3162.82
167.42,12,0,1,3810.48
351.0,7,0,0,6372.72
383.13,17,1,0,9175.93
464.84,21,0,1,10132.51
103.99,8,1,0,2644.47
399.4,12,0,0,7473.19
369.8,2,0,0,6832.43
33.77,17,1,0,1017.4
194.84,9,1,0,4835.91
142.82,4,0,1,3124.5
153.64,5,0,0,3087.34
491.51,7,0,0,8891.58
322.1,23,0,0,6035.82
359.4,6,0,0,6693.94
488.36,20,1,0,11532.3
189.85,17,1,0,4738.3
401.32,13,0,0,7423.48
218.4,14,0,0,4270.13
435.03,9,1,0,10393.99
91.97,20,1,0,2336.18
473.95,11,0,0,8629.58
110.95,6,0,0,1972.73
164.46,6,0,0,3078.42
378.58,10,1,0,9026.27
198.09,12,0,1,4484.95
304.89,14,0,1,6623.3
223.4,17,1,0,5398.6
371.7,6,0,0,6898.23
115.71,5,0,0,2300.31
31.11,22,0,0,524.04
151.36,10,1,0,3807.58
238.21,7,0,0,4413.05
85.67,19,1,0,2181.27
178.69,0,0,0,3129.95
201.19,7,0,0,3920.8
30.58,7,0,0,718.14
292.49,18,1,0,6886.05
442.4,2,0,0,8150.77
77.57,4,0,0,1580.67
299.71,2,0,1,6775.96
333.04,14,0,0,6113.75
210.83,13,0,1,4735.1
351.15,20,1,0,8347.55
206.54,14,0,0,3927.59
253.31,23,0,0,4631.22
5.66,16,0,0,162.61
346.48,17,1,0,8295.77
331.35,1,0,1,7214.54
21.12,11,0,0,690.44
185.39,15,0,0,3679.72
489.56,3,0,0,8916.68
211.53,1,0,1,4610.32
251.97,13,0,0,4719.1
455.15,10,1,0,10797.19
359.2,12,0,0,6733.0
291.87,6,0,0,5324.96
399.31,9,1,0,9593.23
432.45,23,0,0,7945.58
229.53,0,0,0,4213.92
238.6,20,1,0,5802.34
194.25,3,0,0,3734.41
483.42,17,1,1,13817.11
349.19,5,0,0,6445.13
43.45,1,0,0,844.73
431.75,2,0,0,8035.99
241.32,13,0,0,4598.19
36.24,7,0,0,761.25
275.76,15,0,0,5101.24
209.75,18,1,0,5244.52
439.12,17,1,1,12451.11
103.59,5,0,0,2075.04
413.58,13,0,1,9057.45
279.73,2,0,0,5362.93
29.2,15,0,0,681.87
485.98,0,0,0,9023.66
257.28,11,0,0,4704.95
146.86,13,0,0,2668.57
235.76,18,1,0,5688.47
429.21,21,0,0,7902.11
153.84,18,1,0,3743.82
97.95,8,1,0,2562.93
66.28,6,0,0,1322.0
150.33,13,0,0,2647.87
390.46,4,0,0,7233.63
236.87,17,1,1,6797.05
115.29,8,1,0,2856.53
84.76,20,1,0,2333.7
167.7,6,0,0,3345.87
470.08,8,1,1,13376.36
172.83,3,0,0,3318.67
494.09,16,0,0,8988.32
243.64,11,0,0,4506.92
91.22,5,0,0,1731.45
445.79,17,1,0,10454.0
231.26,7,0,1,5184.66
355.42,20,1,0,8540.56
491.89,14,0,1,10737.69
26.99,2,0,0,744.55
50.15,1,0,1,1219.72
360.79,23,0,1,7909.29
142.35,22,0,0,2764.93
93.78,8,1,0,2235.23
21.6,7,0,0,629.51
12.88,3,0,0,341.62
387.69,1,0,0,7227.42
68.95,13,0,0,1519.87
234.92,1,0,0,4442.66
303.74,1,0,0,5536.06
215.32,21,0,1,4705.81
15.5,6,0,0,285.58
392.18,11,0,0,7319.6
7.24,5,0,0,266.76
381.42,17,1,0,9060.33
446.87,3,0,0,8180.37
217.55,18,1,0,5393.83
268.7,12,0,0,5064.48
239.54,19,1,0,5844.03
195.83,20,1,0,4841.11
443.94,22,0,1,9787.07
447.18,1,0,0,8229.43
169.24,7,0,0,3218.36
308.3,18,1,0,7409.32
463.6,8,1,0,11118.58
481.11,3,0,1,10608.0
255.46,15,0,0,4660.24
227.51,18,1,0,5571.55
140.79,9,1,0,3514.21
479.52,5,0,1,10598.73
73.12,15,0,0,1455.77
290.76,9,1,0,7079.84
142.71,12,0,0,2712.64
140.95,8,1,0,3565.53
203.67,6,0,0,3770.49
499.4,3,0,1,10928.29
29.37,18,1,0,942.54
290.11,3,0,0,5338.87
43.12,18,1,0,1424.61
78.95,18,1,1,2507.6
220.9,11,0,0,4128.73
256.21,12,0,0,4843.75
130.88,3,0,0,2457.75
159.6,9,1,0,4021.84
45.31,20,1,0,1344.77
153.0,6,0,0,3029.42
483.35,4,0,0,8806.15
472.46,16,0,1,10262.96
168.77,17,1,0,4083.19
286.29,10,1,1,8244.73
454.98,14,0,0,8506.33
5.08,20,1,0,533.36
405.72,21,0,0,7487.43
474.29,6,0,0,8688.12
47.48,17,1,1,1532.25
82.4,5,0,0,1715.69
480.45,17,1,0,11656.43
269.69,15,0,0,5183.09
9.07,1,0,0,427.06
130.3,18,1,1,4005.17
226.07,0,0,0,4302.53
347.07,10,1,1,9974.96
367.11,19,1,0,8711.81
497.72,4,0,0,9106.88
145.18,15,0,1,3358.13
270.03,22,0,0,4865.24
267.6,0,0,0,4951.42
204.01,18,1,1,5880.05
86.24,13,0,0,1803.75
488.77,2,0,0,8892.95
426.95,1,0,0,7867.96
250.17,23,0,0,4583.06
302.42,4,0,1,6871.96
115.18,16,0,1,2497.73
272.81,17,1,0,6626.24
348.1,0,0,0,6287.99
258.55,14,0,1,5713.82
495.16,21,0,0,9083.53
306.45,8,1,0,7391.42
186.74,22,0,0,3534.34
386.53,4,0,1,8544.26
86.89,12,0,1,1992.65
193.49,18,1,0,4706.23
174.79,23,0,1,3958.53
217.04,9,1,0,5293.27
391.33,19,1,0,9345.47
243.12,20,1,1,7133.72
397.42,13,0,0,7312.88
289.09,21,0,0,5373.78
172.35,20,1,0,4189.74
405.37,11,0,0,7341.41
120.67,10,1,0,3034.04
113.74,22,0,0,2318.11
253.24,6,0,1,5694.42
131.9,16,0,1,2947.35
6.53,17,1,0,429.17
324.85,6,0,0,5963.83
256.52,23,0,0,4838.91
223.87,19,1,0,5396.63
483.55,5,0,0,8889.24
286.46,10,1,0,6846.25
431.99,11,0,0,7876.5
71.45,15,0,0,1279.41
285.46,18,1,0,6926.08
434.25,22,0,0,8003.59
292.39,18,1,0,7079.49
359.57,10,1,0,8636.5
187.28,15,0,0,3444.77
48.04,22,0,0,1111.31
230.03,11,0,0,4389.9
198.45,7,0,0,3643.29
433.8,2,0,0,8011.54
123.51,1,0,0,2460.67
483.43,5,0,0,8804.8
479.15,15,0,0,8745.15
125.32,19,1,1,3806.41
175.33,23,0,0,3154.9
447.99,14,0,0,8104.91
483.38,13,0,1,10521.98
222.83,1,0,0,3981.36
161.86,19,1,0,4090.94
263.99,17,1,0,6173.67
344.51,13,0,0,6385.47
138.19,17,1,0,3509.82
368.76,1,0,0,6758.39
27.73,0,0,0,582.22
26.55,19,1,1,1002.77
194.37,1,0,0,3648.87
178.03,8,1,0,4461.24
159.19,8,1,0,3657.08
246.53,15,0,0,4495.63
161.73,10,1,1,4831.4
97.74,22,0,0,1914.44
156.12,5,0,0,3035.29
487.5,11,0,0,8951.24
206.73,2,0,0,3857.75
223.47,11,0,0,4142.18
289.12,22,0,1,6657.48
491.7,0,0,0,9154.16
122.32,8,1,0,3106.78
341.28,19,1,0,8188.76
358.56,21,0,1,7978.72
304.45,5,0,1,6838.75
46.11,10,1,0,1315.9
339.08,2,0,0,6178.35
33.92,3,0,0,939.0
298.88,9,1,0,7213.39
370.31,18,1,0,9061.68
107.06,5,0,0,2095.85
421.13,0,0,0,7705.73
17.12,7,0,0,596.51
422.22,7,0,0,7780.06
231.24,5,0,0,4325.73
110.36,16,0,0,2016.42
68.62,18,1,0,1866.77
476.75,0,0,0,8682.11
38.19,14,0,1,960.07
101.15,12,0,0,1921.62
175.22,20,1,1,5197.96
310.88,2,0,0,5592.25
273.31,1,0,0,5048.51
64.57,2,0,1,1672.75
146.28,8,1,0,3493.49
120.9,15,0,0,2343.46
108.34,23,0,0,2037.06
206.75,12,0,1,4605.43
352.61,18,1,0,8611.53
110.29,17,1,0,2610.77
184.61,20,1,0,4591.35
196.68,11,0,0,3642.39
488.28,11,0,0,8886.19
477.42,0,0,0,8632.47
400.47,19,1,0,9641.35
122.35,7,0,0,2333.09
35.88,16,0,0,764.12
159.82,20,1,1,4732.68
134.86,19,1,1,4003.94
253.95,21,0,0,4521.05
389.31,6,0,0,7108.47
429.44,8,1,1,12382.35
422.74,16,0,0,7608.7
181.12,9,1,0,4324.18
344.24,3,0,1,7572.96
157.79,21,0,0,2917.68
32.33,6,0,0,729.17
351.38,6,0,0,6365.52
6.89,7,0,1,290.13
205.77,23,0,0,3849.11
166.03,23,0,1,3831.16
347.3,7,0,0,6525.92
383.59,15,0,0,7028.47
153.44,11,0,0,3100.71
406.19,14,0,0,7443.03
148.37,7,0,0,2903.56
224.27,21,0,0,4380.02
364.06,8,1,1,10470.6
347.07,2,0,0,6259.98
493.71,21,0,0,9045.86
114.13,20,1,0,2804.48
331.83,15,0,0,6095.57
305.62,14,0,0,5849.69
457.72,23,0,0,8266.67
79.87,3,0,1,1935.2
376.4,19,1,0,8914.88
285.0,15,0,0,5249.19
138.78,9,1,0,3517.02
238.27,10,1,0,5802.3
168.22,4,0,0,3155.47
290.5,10,1,0,6927.67
444.72,12,0,1,9817.61
285.51,14,0,0,5460.02
316.6,5,0,0,5758.62
260.34,15,0,0,5027.22
27.48,14,0,0,764.6
117.96,10,1,0,3092.28
247.02,19,1,0,6006.04
156.5,1,0,0,3084.06
92.52,1,0,0,1714.45
253.06,11,0,0,4638.24
162.76,15,0,1,3772.18
130.54,18,1,0,3279.16
233.06,1,0,1,5199.36
68.38,16,0,1,1406.65
464.02,13,0,1,10159.23
434.12,23,0,1,9439.49
354.4,15,0,0,6578.46
54.89,4,0,1,1346.6
388.39,9,1,1,11077.07
404.36,16,0,1,9178.53
384.35,12,0,0,7172.06
58.76,15,0,1,1554.7
322.67,8,1,0,7965.61
417.49,23,0,0,7745.11
289.52,3,0,0,5284.3
323.91,23,0,0,5891.61
230.27,15,0,1,5250.21
265.3,22,0,0,4719.4
19.12,10,1,0,634.62
320.2,6,0,1,6879.28
42.56,16,0,0,925.98
218.64,21,0,0,4170.88
147.74,12,0,0,2837.3
273.62,3,0,0,5169.03
68.44,13,0,0,1578.43
346.44,9,1,0,8287.31
397.92,9,1,0,9786.99
83.35,9,1,0,2166.67
53.95,11,0,1,1440.19
74.47,1,0,0,1429.29
438.81,22,0,0,8210.5
265.04,8,1,0,6501.07
234.7,4,0,1,5396.58
55.14,7,0,1,1376.53
325.48,20,1,0,7685.66
434.26,13,0,0,8012.79
414.44,6,0,0,7440.16
313.78,6,0,0,5764.34
39.49,8,1,0,1138.15
57.97,2,0,0,1431.25
26.56,13,0,0,659.86
130.22,16,0,1,3006.81
69.56,17,1,0,1816.39
131.5,11,0,1,2886.28
193.76,21,0,0,3646.24
471.61,13,0,0,8649.19
305.97,12,0,0,5560.55
417.82,13,0,0,7552.03
355.76,8,1,0,8471.51
58.03,18,1,0,1559.31
368.49,1,0,0,6737.04
139.0,10,1,0,3342.49
320.28,16,0,0,5943.89
171.8,1,0,0,3296.27
498.84,18,1,1,14253.58
133.25,6,0,0,2492.18
141.01,17,1,0,3554.05
465.47,12,0,0,8509.49
14.27,4,0,0,288.0
348.95,17,1,0,8464.08
363.21,22,0,0,6723.18
418.52,23,0,0,7671.37
487.27,23,0,0,8763.77
487.85,15,0,0,8856.81
34.51,14,0,0,973.0
411.28,7,0,0,7402.13
323.86,14,0,0,5954.39
324.38,0,0,1,7184.9
65.92,16,0,0,1368.58
325.79,14,0,1,7067.42
491.28,13,0,0,9010.39
456.09,13,0,0,8190.93
220.69,9,1,0,5368.82
21.89,1,0,1,587.67
182.42,5,0,0,3347.01
413.54,16,0,0,7677.24
351.35,4,0,0,6450.68
230.75,4,0,1,5211.64
29.44,14,0,0,730.61
214.59,14,0,0,4139.68
235.57,19,1,0,5586.62
464.42,10,1,0,11154.34
321.26,4,0,0,5934.34
157.2,0,0,0,2941.84
263.61,10,1,0,6248.51
34.9,10,1,0,1072.21
486.34,5,0,0,8811.88
181.31,22,0,0,3465.36
239.98,7,0,0,4662.39
178.93,1,0,0,3468.76
341.89,14,0,0,6443.18
331.79,22,0,0,6050.35
358.23,21,0,1,7994.05
135.54,8,1,0,3252.11
159.2,14,0,0,2992.3
64.38,7,0,0,1482.88
328.44,15,0,0,6001.21
21.82,13,0,0,653.88
299.65,14,0,0,5645.19
435.11,19,1,0,10484.01
445.63,12,0,0,8044.72
225.62,8,1,0,5527.05
230.73,0,0,0,4287.54
40.33,5,0,1,1159.99
336.04,7,0,1,7272.99
410.99,19,1,0,9848.88
123.84,17,1,0,3115.45
211.81,17,1,0,4952.29
419.74,16,0,1,9157.88
438.81,20,1,0,10280.05
123.1,15,0,0,2293.23
276.18,12,0,0,5176.24
97.86,21,0,0,1931.05
52.74,3,0,0,1116.18
455.74,3,0,0,8249.31
410.61,20,1,1,11876.05
380.5,13,0,0,6997.07
26.29,4,0,0,626.51
422.18,15,0,0,7843.22
220.15,13,0,0,4013.49
172.51,13,0,0,3278.08
274.15,13,0,0,5126.96
47.49,23,0,1,1151.31
378.81,13,0,0,7033.82
292.05,18,1,0,7076.74
94.92,2,0,1,2220.19
95.74,16,0,1,2234.76
93.76,13,0,0,1889.96
30.39,9,1,0,984.91
294.72,12,0,1,6552.32
420.49,21,0,0,7830.9
10.71,3,0,1,477.28
26.4,10,1,0,634.01
287.24,14,0,0,5179.82
410.11,14,0,0,7650.18
164.72,23,0,0,3090.21
176.11,1,0,1,4000.35
298.98,10,1,1,8743.3
138.56,1,0,0,2643.4
15.25,22,0,1,513.15
368.14,4,0,0,6689.72
313.57,12,0,0,5831.33
291.22,0,0,0,5450.55
371.36,6,0,0,6776.67
338.26,6,0,0,6146.57
104.53,9,1,0,2903.61
177.54,5,0,0,3336.35
64.8,19,1,0,1643.02
66.67,11,0,0,1420.7
338.75,12,0,1,7491.82
429.58,23,0,0,7773.91
481.44,10,1,0,11509.02
314.92,17,1,0,7478.74
93.68,1,0,0,1993.93
54.61,15,0,0,1182.5
406.8,1,0,0,7444.71
290.22,18,1,1,8394.33
309.91,5,0,0,5818.64
391.17,0,0,0,7209.62
352.23,10,1,1,10336.89
417.56,17,1,0,10079.5
29.99,9,1,0,945.63
374.27,17,1,1,10649.67
425.72,0,0,1,9360.96
144.5,18,1,0,3624.08
320.94,15,0,0,5844.68
158.45,6,0,1,3731.92
479.07,14,0,0,8675.84
18.64,0,0,0,421.89
290.74,22,0,0,5327.03
84.92,20,1,0,2256.48
356.69,8,1,1,10169.24
89.59,1,0,0,1582.68
119.22,16,0,1,2863.97
248.2,23,0,1,5496.61
457.59,9,1,1,12976.21
107.43,5,0,0,2008.32
73.83,4,0,1,1946.44
379.97,7,0,0,6923.76
251.31,7,0,0,4661.22
456.07,4,0,1,9986.4
75.01,11,0,0,1376.99
323.67,6,0,0,5901.83
117.97,12,0,0,2143.42
80.07,12,0,0,1686.79
342.35,16,0,0,6322.35
297.65,3,0,0,5756.06
377.9,17,1,0,8967.06
156.11,9,1,1,4531.75
225.09,2,0,0,4354.99
203.92,11,0,0,3926.45
492.08,0,0,0,9045.85
147.54,10,1,0,3536.07
148.82,17,1,0,3851.86
178.57,12,0,0,3356.96
283.17,16,0,1,6253.36
127.66,7,0,0,2562.12
457.81,19,1,1,13087.2
134.31,18,1,0,3221.32
448.12,16,0,0,8220.12
53.53,1,0,0,1035.42
328.97,2,0,0,5770.49
453.68,2,0,0,8228.05
86.04,5,0,1,1985.63
484.23,9,1,0,11410.34
227.54,23,0,0,4303.17
472.97,21,0,0,8585.65
339.06,17,1,0,8176.76
152.19,17,1,0,3632.92
95.77,13,0,0,1964.87
153.26,15,0,1,3362.77
48.32,6,0,0,785.66
73.65,0,0,0,1599.36
54.12,16,0,0,1038.59
212.63,22,0,0,4152.96
398.2,4,0,0,7374.02
72.41,0,0,0,1532.39
66.9,20,1,0,1865.0
322.43,16,0,1,7155.7
100.2,9,1,1,3059.94
50.61,11,0,0,1189.11
85.09,19,1,0,2197.26
462.02,1,0,0,8393.51
411.09,22,0,1,9118.18
178.32,15,0,1,3820.44
328.6,14,0,1,7409.69
269.56,12,0,0,5136.18
339.21,17,1,1,9878.77
341.97,19,1,1,9952.5
315.11,21,0,0,5813.55
134.52,13,0,0,2560.66
21.43,17,1,0,573.39
228.87,1,0,0,4444.5
445.7,1,0,0,8124.19
285.61,2,0,0,5324.96
416.53,4,0,0,7672.96
495.83,15,0,0,8940.88
83.48,21,0,0,1478.19
346.51,14,0,0,6387.65
337.8,11,0,0,6184.99
490.02,8,1,1,13984.76
492.83,13,0,1,10931.65
343.97,20,1,1,9915.06
123.32,15,0,0,2445.62
399.68,10,1,0,9592.06
55.3,5,0,0,1113.78
390.79,9,1,0,9239.26
455.28,7,0,1,10040.47
192.65,15,0,0,3626.11
316.06,2,0,0,5930.53
216.21,1,0,0,4026.71
220.01,15,0,1,4902.42
156.56,18,1,0,3835.66
381.54,8,1,0,9031.18
468.22,15,0,0,8722.58
470.49,21,0,0,8732.85
89.04,3,0,0,1631.44
437.62,9,1,1,12602.83
369.24,18,1,0,8650.74
127.91,12,0,0,2550.96
35.51,17,1,1,1161.42
135.46,14,0,0,2624.32
456.28,3,0,1,9842.69
317.32,8,1,1,9024.56
361.09,3,0,1,8026.31
130.06,15,0,0,2421.02
360.26,20,1,0,8540.98
16.0,14,0,1,665.28
188.91,23,0,1,4481.55
314.12,1,0,0,5897.92
74.76,13,0,0,1386.42
411.86,2,0,0,7739.76
119.05,21,0,1,2595.24
326.84,22,0,0,6002.6
203.79,3,0,0,3823.66
298.83,0,0,0,5721.34
55.51,22,0,0,1240.45
10.42,8,1,1,480.29
454.96,16,0,0,8244.84
136.28,13,0,0,2703.18
410.2,16,0,0,7480.25
499.68,0,0,0,9165.85
107.29,9,1,0,2568.67
134.06,22,0,0,2619.92
332.1,15,0,0,6176.74
482.79,18,1,1,13666.68
458.08,23,0,0,8498.52
252.43,2,0,1,5688.01
397.96,11,0,0,7387.37
69.6,2,0,0,1364.96
488.76,14,0,0,8965.65
482.25,16,0,0,8836.8
83.54,17,1,0,2134.95
151.11,6,0,0,2887.08
51.88,18,1,0,1534.57
137.32,6,0,0,2729.17
408.35,4,0,0,7382.04
190.4,7,0,0,3675.76
46.02,20,1,0,1391.02
172.43,15,0,0,3238.59
490.73,15,0,0,9033.96
315.58,18,1,1,9144.95
209.25,14,0,0,3831.47
84.94,6,0,1,1976.43
493.12,4,0,0,9101.17
410.78,22,0,1,9003.33
142.18,10,1,0,3619.46
36.89,9,1,0,1188.82
30.2,20,1,0,1016.04
61.95,22,0,0,1463.05
291.22,8,1,1,8402.46
464.52,0,0,0,8529.16
249.38,19,1,0,6062.52
421.79,0,0,0,7736.12
224.05,7,0,0,4237.15
354.87,2,0,0,6366.62
366.47,1,0,0,6767.0
88.63,3,0,0,1607.67
181.89,18,1,0,4354.86
319.38,10,1,0,7741.7
37.21,4,0,0,799.81
182.05,23,0,0,3496.61
268.33,9,1,0,6451.85
498.12,23,0,0,9226.8
238.32,22,0,1,5303.75
408.4,7,0,0,7305.64
217.17,12,0,1,4893.4
398.6,4,0,0,7107.96
298.52,11,0,1,6482.69
443.52,12,0,0,8045.15
206.65,21,0,0,3768.92
302.94,7,0,0,5548.48
315.75,14,0,0,5729.28
209.86,12,0,1,4572.31
73.87,0,0,0,1633.8
48.59,21,0,0,956.85
10.3,5,0,0,150.0
437.02,10,1,1,12469.43
119.76,12,0,0,2193.29
107.33,20,1,0,2618.03
368.55,19,1,0,8890.0
161.37,0,0,0,3009.81
254.01,10,1,1,7251.35
82.93,10,1,0,2180.2
479.95,7,0,0,8904.15
426.09,21,0,0,7873.26
432.17,2,0,1,9269.46
204.57,18,1,0,4870.52
381.66,11,0,1,8428.51
73.65,5,0,0,1451.28
6.29,22,0,1,283.19
11.95,7,0,1,339.77
294.13,4,0,0,5303.74
228.79,9,1,1,6859.11
259.97,21,0,0,4832.2
5.72,15,0,0,317.11
212.5,11,0,1,4770.58
359.6,16,0,0,6627.4
222.46,5,0,0,4148.1
366.65,8,1,0,8662.45
118.04,9,1,0,2805.77
406.94,19,1,1,11699.63
295.04,13,0,0,5479.48
106.96,13,0,1,2584.16
119.89,16,0,0,2381.5
314.76,15,0,0,5734.81
415.31,3,0,0,7738.84
208.98,1,0,0,3988.19
130.63,15,0,0,2570.49
433.77,0,0,0,8182.82
335.3,2,0,0,6389.72
225.15,22,0,0,4271.63
244.97,10,1,0,5983.92
103.72,15,0,0,2125.12
314.15,17,1,0,7487.66
180.65,14,0,1,4025.14
497.83,8,1,0,11911.59
241.13,11,0,0,4404.72
243.97,17,1,1,7143.98
283.79,4,0,0,5273.98
458.54,23,0,0,8318.18
400.81,7,0,1,8840.03
226.66,2,0,0,4360.44
359.91,1,0,0,6636.66
293.95,18,1,0,7081.97
247.2,7,0,1,5552.39
97.77,1,0,1,2337.82
233.04,18,1,1,6744.69
124.42,0,0,0,2424.54
457.59,21,0,0,8281.74
169.03,12,0,0,3112.68
476.23,22,0,0,8654.98
267.46,19,1,1,7791.3
316.51,16,0,0,5863.19
272.38,2,0,0,5039.48
66.43,8,1,0,1818.58
189.16,4,0,0,3592.75
51.37,5,0,0,1045.75
312.23,3,0,0,5666.64
224.54,16,0,0,4109.81
389.44,20,1,0,9161.13
111.79,20,1,1,3387.24
83.95,20,1,1,2505.21
204.35,15,0,0,3778.83
463.44,15,0,1,10177.53
355.79,21,0,0,6658.62
210.62,10,1,0,5216.48
259.6,1,0,0,4817.36
43.94,16,0,0,1067.44
492.32,14,0,0,8810.5
333.87,17,1,0,8195.3
144.13,9,1,0,3636.92
293.73,5,0,0,5447.47
56.52,20,1,0,1428.48
482.99,15,0,0,8799.95
89.04,4,0,0,1813.71
324.72,11,0,0,6058.15
124.24,5,0,0,2453.09
359.35,13,0,0,6545.37
388.86,22,0,0,7056.44
337.36,15,0,0,6242.05
308.02,6,0,1,6910.23
446.45,1,0,0,8186.41
41.16,5,0,0,1038.96
166.8,8,1,0,4101.33
125.65,6,0,0,2411.58
494.03,1,0,0,9109.61
195.92,18,1,1,5857.25
366.84,7,0,0,6618.21
342.99,10,1,1,9753.45
107.62,3,0,0,2055.77
121.02,15,0,0,2644.27
142.08,17,1,1,4197.45
206.74,12,0,1,4633.44
118.69,4,0,1,2805.62
11.79,1,0,1,532.28
439.94,10,1,0,10506.52
482.87,0,0,0,8958.16
172.1,12,0,0,3128.44
170.58,4,0,0,3143.77
5.53,17,1,0,440.69
340.76,13,0,0,6284.86
413.07,12,0,0,7459.0
75.01,6,0,1,1667.98
81.51,7,0,0,1536.16
395.46,17,1,0,9449.01
308.91,6,0,0,5757.17
24.34,19,1,0,731.66
312.03,16,0,0,5805.01
155.84,15,0,1,3502.46
185.63,10,1,0,4661.02
385.33,18,1,1,11309.15
405.85,0,0,0,7415.96
201.38,20,1,0,4955.23
473.68,7,0,0,8716.12
204.42,0,0,0,3843.4
386.37,8,1,0,9301.48
242.97,18,1,0,5928.4
448.97,20,1,0,10653.82
454.07,8,1,0,10951.78
45.53,20,1,1,1532.75
468.37,9,1,0,11116.46
413.12,23,0,0,7830.41
396.07,22,0,0,7267.69
102.05,10,1,0,2608.55
402.95,0,0,0,7420.63
425.37,19,1,0,10135.58
146.0,7,0,0,2822.81
476.23,19,1,0,11254.18
26.83,11,0,0,692.6
76.65,0,0,0,1353.95
269.72,9,1,0,6376.53
288.74,3,0,0,5529.98
323.28,14,0,0,5843.51
10.45,18,1,0,243.55
480.26,5,0,0,8671.59
24.2,4,0,0,759.69
73.24,4,0,0,1289.22
8.98,17,1,1,390.56
284.3,2,0,0,5121.5
466.27,21,0,1,10224.0
333.64,1,0,0,6111.95
411.68,3,0,0,7512.23
8.61,17,1,0,582.18
271.92,8,1,0,6438.11
230.86,18,1,1,6706.4
250.49,9,1,1,7301.51
37.96,21,0,0,735.3
342.85,14,0,0,6369.94
252.6,0,0,0,4656.89
383.04,10,1,1,11027.31
243.67,13,0,0,4525.35
76.39,9,1,0,1777.52
324.83,18,1,0,7926.68
87.85,23,0,1,2284.57
436.45,20,1,1,12471.91
307.33,15,0,1,6728.57
80.29,7,0,0,1745.78
481.24,1,0,0,9001.44
260.15,22,0,0,4815.75
38.3,6,0,0,817.59
314.16,18,1,0,7538.42
128.09,6,0,0,2288.22
402.24,14,0,0,7361.2
409.28,7,0,0,7688.45
489.52,13,0,1,10736.67
251.93,0,0,0,4580.76
228.57,12,0,0,4313.9
377.23,2,0,0,6873.44
67.97,20,1,0,1778.86
274.36,5,0,1,5979.38
274.03,18,1,0,6503.67
46.56,14,0,0,1061.8
210.16,3,0,0,3944.4
